Date,Open,High,Low,Close,Prev_Close,Change,Percent_Change,Shares_Traded,Turnover_Cr,PE,PB,Div_Yield,VIX_Open,VIX_High,VIX_Low,VIX_Close,VIX_Prev_Close,VIX_Change,VIX_Percent_Change,Price_Turn,Direction,Near_Close,Near_Contracts,Near_TurnOver,Near_OI,Near_OI_Change,Next_Close,Next_Contracts,Next_TurnOver,Next_OI,Next_OI_Change,Far_Close,Far_Contracts,Far_TurnOver,Far_OI,Far_OI_Change,Week_Day,Week_Num,Trading_Days
19-Sep-2016,8788.45,8824.3,8774.2,8808.4,8779.85,28.55,0.33,135814177,7364.64,24.15,3.34,1.25,14.58,15.2025,13.6425,14.94,14.58,0.36,2.47,0,1,8832.1,83130,550445.47,32417100,288975,8870.25,4237,28177.43,1860600,96300,8913.15,1373,9175.62,319200,-4500,Mon,W4,23
20-Sep-2016,8816.1,8816.45,8759.3,8775.9,8808.4,-32.5,-0.37,140718486,7035.07,24.06,3.33,1.26,14.94,15.15,13.77,14.78,14.94,-0.16,-1.07,0,1,8807.2,88745,585956.71,32293200,-123900,8846.35,5630,37343.42,1876725,16125,8886.4,3736,24887.93,483825,164625,Tue,W4,23
21-Sep-2016,8790.3,8826.85,8757.3,8777.15,8775.9,1.25,0.01,153441330,7572.41,24.11,3.33,1.26,14.78,14.9525,13.1675,14.805,14.78,0.03,0.17,0,1,8806.95,128146,848058.59,32424525,131325,8847.75,10065,66919.35,2165325,288600,8887.5,1085,7245.21,491625,7800,Wed,W4,23
22-Sep-2016,8873.35,8893.35,8837.8,8867.45,8777.15,90.3,1.03,178136644,9305.56,24.34,3.37,1.25,14.805,14.805,12.5925,13.34,14.805,-1.47,-9.9,1,2,8884.45,144079,960281.67,32229750,-194775,8925.75,14477,96937.96,2505150,339825,8959.9,1621,10900.64,521400,29775,Thu,W4,23
23-Sep-2016,8880.75,8885.2,8820.3,8831.55,8867.45,-35.9,-0.4,191618169,9793.98,24.24,3.35,1.25,13.34,13.59,12.03,13.2475,13.34,-0.09,-0.69,0,2,8843.65,95560,635363.54,31341150,-888600,8887.4,16383,109480.86,3148950,643800,8923.55,1632,10951.58,527400,6000,Fri,WX,23
26-Sep-2016,8807.9,8809.55,8715.1,8723.05,8831.55,-108.5,-1.23,169050086,8518.5,23.94,3.31,1.27,13.2475,14.785,12.8125,14.565,13.2475,1.32,9.95,0,2,8735.15,211371,1390929.11,24991875,-6349275,8781.7,97158,642851.18,8771325,5622375,8817.4,3369,22376.07,542325,14925,Mon,WX,23
27-Sep-2016,8748.9,8768.5,8690.5,8706.4,8723.05,-16.65,-0.19,156100521,7446.12,23.9,3.3,1.27,14.565,14.565,13.7725,14.25,14.565,-0.32,-2.16,0,2,8716.55,187869,1231846.7,20595825,-4396050,8759,103677,683447.93,13754400,4983075,8795.75,3710,24556.11,632025,89700,Tue,WX,23
28-Sep-2016,8711.2,8767.05,8703.15,8745.15,8706.4,38.75,0.45,170643694,8348.19,23.97,3.32,1.27,14.25,14.3525,13.4925,13.8475,14.25,-0.4,-2.82,0,2,8758.45,145082,951786.92,17271300,-3324525,8802.95,89359,589089.92,17789025,4034625,8843.45,3045,20159.79,729900,97875,Wed,WX,23
29-Sep-2016,8792.7,8800.65,8558.25,8591.25,8745.15,-153.9,-1.76,384395249,19467.3,23.51,3.26,1.29,13.8475,19.125,13.1525,18.45,13.8475,4.6,33.24,0,2,8588.35,308550,2005107.98,12919425,-4351875,8638.25,255200,1666669.04,23823600,6034575,8679.35,9049,59330.28,811875,81975,Thu,WX,23
30-Sep-2016,8581.5,8637.15,8555.2,8611.15,8591.25,19.9,0.23,187333285,8849.27,23.4,3.27,1.29,18.45,18.8475,16.8275,17.18,18.45,-1.27,-6.88,1,1,8640.65,182025,1178128.86,22831200,-992400,8681.25,5894,38316.74,931575,119700,8728.35,1688,11035.1,69825,69825,Fri,W1,18
03-Oct-2016,8666.15,8745.2,8635,8738.1,8611.15,126.95,1.47,141472076,7173.62,23.8,3.31,1.27,17.18,17.18,15.51,15.62,17.18,-1.56,-9.08,0,1,8779.1,162104,1062164.21,21992550,-838650,8819.4,5345,35198.26,1101375,169800,8874.05,1822,12070.45,146700,76875,Mon,W1,18
04-Oct-2016,8770,8783.65,8736.1,8769.15,8738.1,31.05,0.36,189990151,8251.59,23.95,3.33,1.26,15.62,15.715,14.8125,14.9925,15.62,-0.63,-4.02,0,1,8799.7,143540,946472.85,22195500,202950,8842.8,3726,24684.69,1162425,61050,8896.75,1081,7204.03,178125,31425,Tue,W1,18
05-Oct-2016,8806.35,8806.95,8731.4,8743.95,8769.15,-25.2,-0.29,162103951,6866.33,23.43,3.32,1.27,14.9925,15.145,13.905,14.925,14.9925,-0.07,-0.45,1,2,8775.35,110104,725215.9,22296375,100875,8814.95,3411,22565.45,1204950,42525,8872.95,1548,10303.81,216675,38550,Wed,W1,18
06-Oct-2016,8768.7,8781.15,8684.65,8709.55,8743.95,-34.4,-0.39,168713605,8114.93,23.52,3.3,1.27,14.925,15.1225,14.3275,14.835,14.925,-0.09,-0.6,0,2,8731.35,136378,896213.44,22088550,-207825,8771.95,4183,27627.68,1224525,19575,8828.35,1244,8270.94,227925,11250,Thu,W1,18
07-Oct-2016,8721.7,8723.7,8663.8,8697.6,8709.55,-11.95,-0.14,155053800,8144.3,23.49,3.29,1.27,14.835,14.97,13.78,14.485,14.835,-0.35,-2.36,0,2,8722.75,119128,779030.51,21416325,-672225,8763.85,4603,30231.43,1336650,112125,8819.05,824,5446.33,235500,7575,Fri,W2,18
10-Oct-2016,8735.35,8745.8,8703.95,8708.8,8697.6,11.2,0.13,111794053,5159.83,23.34,3.3,1.27,14.485,14.565,13.27,14.285,14.485,-0.2,-1.38,0,2,8739.95,70929,465268.99,21240075,-176250,8778.5,3982,26232.71,1482750,146100,8835.4,428,2837.89,234825,-675,Mon,W2,18
13-Oct-2016,8671.5,8681.55,8541.35,8573.35,8708.8,-135.45,-1.56,218861324,10581.55,23.16,3.25,1.29,14.285,16.0075,14.285,15.425,14.285,1.14,7.98,0,2,8580.45,193034,1246190.74,19803150,-1436925,8621.7,9496,61585.82,1562925,80175,8678.8,2687,17538.84,330825,96000,Thu,W2,18
14-Oct-2016,8594,8604.45,8549.8,8583.4,8573.35,10.05,0.12,167848947,9613.47,22.98,3.25,1.29,15.425,15.425,14.3325,14.8875,15.425,-0.54,-3.48,0,2,8605.1,120818,778584.51,19245975,-557175,8643.35,6479,41948.67,1721100,158175,8699.5,1141,7435.66,339075,8250,Fri,W3,18
17-Oct-2016,8612.95,8615.4,8506.15,8520.4,8583.4,-63,-0.73,203516577,8590.35,23,3.23,1.3,14.8875,16.05,14.3475,15.655,14.8875,0.77,5.16,1,1,8523.9,145581,933211.98,18759150,-486825,8562.45,7532,48485.25,1874325,153225,8621.6,1361,8825.45,358725,19650,Mon,W3,18
18-Oct-2016,8556.05,8685.1,8555.9,8677.9,8520.4,157.5,1.85,216626083,9162.11,23.22,3.29,1.28,15.655,15.655,14.3,14.5375,15.655,-1.12,-7.14,0,1,8679.85,160630,1038881.69,18423825,-335325,8719.05,14342,93122.3,2279250,404925,8774.75,2209,14451.64,373725,15000,Tue,W3,18
19-Oct-2016,8697.5,8698.75,8636.7,8659.1,8677.9,-18.8,-0.22,177397872,7790.01,23.35,3.28,1.28,14.5375,14.9475,13.1525,14.6125,14.5375,0.08,0.52,0,1,8665.25,104460,679132.97,17973075,-450750,8705.3,9249,60405.85,2480100,200850,8760.8,1117,7342.5,394275,20550,Wed,W3,18
20-Oct-2016,8693.35,8727,8678.3,8699.4,8659.1,40.3,0.47,165952091,7120.32,23.46,3.3,1.27,14.6125,14.6125,12.745,14.165,14.6125,-0.45,-3.06,0,1,8705.15,120834,788911.57,18618375,645300,8745.7,13827,90688.76,2992050,511950,8802.45,2922,19284.59,549075,154800,Thu,W3,18
21-Oct-2016,8708.6,8709.1,8652.05,8693.05,8699.4,-6.35,-0.07,162162047,8022.44,23.23,3.29,1.27,14.165,14.35,12.4325,13.83,14.165,-0.34,-2.36,0,1,8700.35,105091,684206.15,18228150,-390225,8742.05,14592,95446.77,3459750,467700,8798.05,1273,8378.2,577500,28425,Fri,WX,18
24-Oct-2016,8709.85,8736.95,8684.15,8708.95,8693.05,15.9,0.18,161966274,6876.28,23.27,3.3,1.27,13.83,14.4475,13.1,14.3325,13.83,0.5,3.63,1,2,8720.25,114831,751147.87,16598025,-1630125,8762.7,42512,279520.95,5375025,1915275,8819.9,1862,12326.37,652875,75375,Mon,WX,18
25-Oct-2016,8721.7,8722.65,8663.45,8691.3,8708.95,-17.65,-0.2,195696479,8718.02,23.23,3.29,1.27,14.3325,14.8125,12.84,14.4825,14.3325,0.15,1.05,0,2,8700.35,154822,1009094.89,14028825,-2569200,8742.45,80496,527181.85,8818575,3443550,8799.35,1954,12879.83,706500,53625,Tue,WX,18
26-Oct-2016,8657.3,8657.3,8596.6,8615.25,8691.3,-76.05,-0.88,226133074,9696.9,23.3,3.26,1.28,14.4825,14.9375,13.6,14.4525,14.4825,-0.03,-0.21,0,2,8616.75,166876,1080520.16,12374400,-1654425,8658,95666,622483.98,12295875,3477300,8715.25,4138,27090.67,810600,104100,Wed,WX,18
27-Oct-2016,8607.1,8624.85,8550.25,8615.25,8615.25,0,0,250336333,12300.53,23.28,3.26,1.28,14.4525,14.82,12.7475,14.085,14.4525,-0.37,-2.54,0,2,8615.2,195890,1261230.16,8084475,-4289925,8655.25,149904,970155.55,17964675,5668800,8708.7,3957,25762.45,875175,64575,Thu,WX,18
28-Oct-2016,8625,8653.75,8581.75,8638,8615.25,22.75,0.26,180906084,8953.72,23.34,3.27,1.28,14.085,14.88,13.4825,14.6525,14.085,0.57,4.03,0,2,8667.4,131406,852673.87,17732100,-232575,8719.6,3987,26030.22,892725,17550,8760.6,875,5738.05,34200,34200,Fri,W1,19
30-Oct-2016,8672.35,8678.25,8616.25,8625.7,8638,-12.3,-0.14,16610872,805.89,23.31,3.27,1.28,14.6525,15.615,14.4675,15.49,14.6525,0.84,5.72,0,2,8629.2,24342,157622.82,17757750,25650,8681.65,716,4664.07,894750,2025,8723.95,174,1139.14,42075,7875,Sun,W1,19
01-Nov-2016,8653.15,8669.6,8614.5,8626.25,8625.7,0.55,0.01,170068995,8441.3,23.31,3.27,1.28,15.49,15.8875,14.3125,15.735,15.49,0.25,1.58,0,2,8651.75,108683,706337.76,17369625,-388125,8704.25,3884,25396.15,985650,90900,8747,1001,6573.77,87675,45600,Tue,W1,19
02-Nov-2016,8542.8,8549.5,8504.85,8514,8626.25,-112.25,-1.3,160130480,7683.07,23.01,3.23,1.3,15.735,17.2625,15.1225,16.7975,15.735,1.06,6.75,0,2,8542.6,136032,872718.12,17215125,-154500,8594.65,5432,35063.44,1004250,18600,8635.25,857,5558.34,112200,24525,Wed,W1,19
03-Nov-2016,8499.85,8537.65,8476.15,8484.95,8514,-29.05,-0.34,175773254,7558.06,22.93,3.21,1.3,16.7975,16.7975,15.485,16.465,16.7975,-0.33,-1.98,0,2,8517.9,120281,769962,17042400,-172725,8569.3,4393,28294.15,1053675,49425,8614.3,1142,7393.84,143100,30900,Thu,W1,19
04-Nov-2016,8503.6,8504,8400.25,8433.75,8484.95,-51.2,-0.6,231783152,11798.48,22.73,3.19,1.31,16.465,17.425,14.6025,16.8475,16.465,0.38,2.32,0,2,8458.2,166025,1055380.64,17247225,204825,8509.9,5676,36285.95,1098375,44700,8549.1,2156,13848.74,226425,83325,Fri,W2,19
07-Nov-2016,8535.75,8535.85,8481.45,8497.05,8433.75,63.3,0.75,178070534,8436.7,22.67,3.22,1.3,16.8475,16.8475,14.935,16.5075,16.8475,-0.34,-2.02,0,2,8520,112007,716806.25,16080075,-1167150,8567,3947,25401.64,1124325,25950,8609.1,1528,9879.02,275475,49050,Mon,W2,19
08-Nov-2016,8540,8559.4,8480.1,8543.55,8497.05,46.5,0.55,201759648,8515.57,22.57,3.24,1.3,16.5075,17.3775,15.0675,16.77,16.5075,0.26,1.59,0,2,8566.55,116708,747751.14,16022775,-57300,8615.55,3704,23870.85,1135200,10875,8655.4,1113,7198.51,323850,48375,Tue,W2,19
09-Nov-2016,8067.5,8476.2,8002.25,8432,8543.55,-111.55,-1.31,323968654,15536.37,22.48,3.19,1.31,16.77,22.79,15.84,16.62,16.77,-0.15,-0.89,1,1,8462.7,457804,2852180.5,16679925,657150,8515.95,24189,151720.81,1249350,114150,8553.4,4763,30022.2,358650,34800,Wed,W2,19
10-Nov-2016,8555.6,8598.45,8510.7,8525.75,8432,93.75,1.11,271196930,12386.39,22.7,3.23,1.3,16.62,16.62,14.235,15.4575,16.62,-1.16,-6.99,1,2,8553.35,185038,1189883.59,17023275,343350,8604.95,9538,61720.97,1263600,14250,8645.8,1490,9682.83,376725,18075,Thu,W2,19
11-Nov-2016,8456.65,8460.6,8284.95,8296.3,8525.75,-229.45,-2.69,275221694,12485.11,22.02,3.14,1.33,15.4575,17.71,14.1675,17.365,15.4575,1.91,12.34,0,2,8327.95,247448,1558007.47,17516325,493050,8381.15,12556,79506.38,1379475,115875,8423.6,2419,15392.84,433650,56925,Fri,W3,19
15-Nov-2016,8284.85,8288.55,8093.2,8108.45,8296.3,-187.85,-2.26,370298063,17387.22,21.37,3.07,1.36,17.365,20.835,16.455,20.145,17.365,2.78,16.01,0,2,8139.55,254311,1561844.43,19533600,2017275,8191.65,18108,111851.31,1708350,328875,8231.75,2787,17319.59,472575,38925,Tue,W3,19
16-Nov-2016,8205.65,8210.05,8089.4,8111.6,8108.45,3.15,0.04,277801233,13705.03,21.62,3.07,1.36,20.145,20.19,16.9025,19.5025,20.145,-0.64,-3.19,0,2,8118.55,195753,1197901.48,18894825,-638775,8167.6,14177,87271.13,1723350,15000,8206.4,2378,14713.44,505725,33150,Wed,W3,19
17-Nov-2016,8105.1,8151.25,8060.3,8079.95,8111.6,-31.65,-0.39,197183084,8713.06,21.49,3.06,1.37,19.5025,19.5025,17.4375,18.71,19.5025,-0.79,-4.06,0,2,8088.35,166024,1010956.83,18795225,-99600,8141.1,14296,87535.86,1779600,56250,8177.5,1733,10664.69,524475,18750,Thu,W3,19
18-Nov-2016,8097.55,8128.95,8048.3,8074.1,8079.95,-5.85,-0.07,166199545,7901.64,21.41,3.06,1.37,18.71,18.71,15.855,17.805,18.71,-0.91,-4.84,0,2,8074.7,152215,923736.65,17458950,-1336275,8121.25,17933,109433.26,2148600,369000,8155.7,4912,30082.03,658200,133725,Fri,WX,19
21-Nov-2016,8102.1,8102.45,7916.4,7929.1,8074.1,-145,-1.8,225608889,9199.11,21.19,3,1.4,17.805,19.765,15.7175,19.0975,17.805,1.29,7.26,1,1,7939.2,223161,1335587.51,16655175,-803775,7977.15,64886,390080.04,4914000,2765400,8012.45,4189,25281.24,710400,52200,Mon,WX,19
22-Nov-2016,7989.15,8019.05,7938.15,8002.3,7929.1,73.2,0.92,216677654,9000.44,21.38,3.03,1.38,19.0975,20.1325,17.945,18.465,19.0975,-0.63,-3.31,0,1,8006.8,191046,1143312.05,15260850,-1394325,8044.95,68215,410078.23,6691500,1777500,8076,2904,17526.68,740475,30075,Tue,WX,19
23-Nov-2016,8051.2,8055.2,7973.1,8033.3,8002.3,31,0.39,186602328,8681.67,21.47,3.04,1.38,18.465,23.0925,16.34,18.04,18.465,-0.43,-2.3,0,1,8024.85,189589,1139849.03,12752475,-2508375,8064.7,86545,522755.93,9187350,2495850,8091.65,3111,18861.69,818325,77850,Wed,WX,19
24-Nov-2016,8011.8,8024.85,7952.55,7965.5,8033.3,-67.8,-0.84,268619026,11868.11,21.29,3.02,1.39,18.04,18.5825,16.64,17.16,18.04,-0.88,-4.88,0,1,7968.2,218779,1309794.08,9314925,-3437550,8013.1,184219,1108296.89,15015450,5828100,8044.95,4107,24806.75,911925,93600,Thu,WX,19
25-Nov-2016,8007.95,8122.25,7976.75,8114.3,7965.5,148.8,1.87,183355873,8920.79,21.52,3.08,1.36,17.16,18.87,16.87,17.6125,17.16,0.45,2.64,0,1,8126.35,162248,983208.81,14147625,-867825,8154.35,3912,23798.31,1007475,95550,,,,,,Fri,W1,25
28-Nov-2016,8080.65,8146.5,8066.5,8126.9,8114.3,12.6,0.16,195595287,8666.87,21.55,3.08,1.36,17.6125,18.6075,16.8175,18.055,17.6125,0.44,2.51,0,1,8150.6,120167,733722.51,14752575,604950,8176.9,3813,23353.32,1081800,74325,,,,,,Mon,W1,25
29-Nov-2016,8131.55,8197.35,8128.7,8142.15,8126.9,15.25,0.19,195618384,8486.32,21.43,3.09,1.36,18.055,18.215,16.515,17.7075,18.055,-0.35,-1.92,0,1,8172.05,134021,823352.82,15091950,339375,8202.2,5592,34478.91,1044525,-37275,,,,,,Tue,W1,25
30-Nov-2016,8172.15,8234.25,8139.25,8224.5,8142.15,82.35,1.01,255725357,14473.78,21.61,3.12,1.34,17.7075,17.9925,16.04,16.85,17.7075,-0.86,-4.84,0,1,8260.35,141525,872663.37,15600150,508200,8294.6,3948,24421.14,1087350,42825,,,,,,Wed,W1,25
01-Dec-2016,8244,8250.8,8185.05,8192.9,8224.5,-31.6,-0.38,162597213,7720.96,21.53,3.11,1.35,16.85,16.89,14.335,16.6875,16.85,-0.16,-0.96,1,3,8212,105795,653494.77,16102125,501975,8247.3,2888,17911.75,1113825,26475,,,,,,Thu,W1,25
02-Dec-2016,8153.55,8159.3,8070.05,8086.8,8192.9,-106.1,-1.3,176767415,8050.5,21.25,3.07,1.37,16.6875,18.19,15.8275,17.9325,16.6875,1.25,7.46,0,3,8108.9,160118,977992.13,15733725,-368400,8144.55,4995,30632.87,1168650,54825,,,,,,Fri,W2,25
05-Dec-2016,8088.75,8141.9,8056.85,8128.75,8086.8,41.95,0.52,130435865,6432.02,21.34,3.08,1.36,17.9325,18.295,16.92,17.2875,17.9325,-0.65,-3.6,0,3,8164.9,125464,765064.77,15520875,-212850,8195.05,4807,29417.53,1256625,87975,,,,,,Mon,W2,25
06-Dec-2016,8153.15,8178.7,8130.85,8143.15,8128.75,14.4,0.18,118854323,5417.56,21.56,3.09,1.36,17.2875,17.355,14.9625,17.105,17.2875,-0.18,-1.06,0,3,8169.05,99946,613578.24,15499725,-21150,8202.25,3498,21559.91,1263450,6825,,,,,,Tue,W2,25
07-Dec-2016,8168.4,8190.45,8077.5,8102.05,8143.15,-41.1,-0.5,175024334,7900.03,21.28,3.07,1.36,17.105,17.11,15.5075,16.845,17.105,-0.26,-1.52,0,3,8123.35,142128,869296.83,15832500,332775,8152.2,6990,42961.35,1428975,165525,,,,,,Wed,W2,25
08-Dec-2016,8152.1,8256.25,8151.75,8246.85,8102.05,144.8,1.79,146857616,7275.01,21.83,3.13,1.34,16.845,16.845,14.1625,15.525,16.845,-1.32,-7.84,0,3,8255.65,145413,898797.88,16865250,1032750,8287.5,6749,41892.9,1521450,92475,,,,,,Thu,W2,25
09-Dec-2016,8271.7,8274.95,8241.95,8261.75,8246.85,14.9,0.18,154344775,6866.81,21.87,3.13,1.34,15.525,15.6375,14.5325,15.0675,15.525,-0.46,-2.95,0,3,8277,91161,565814.37,17151225,285975,8311.15,4605,28696.95,1585350,63900,,,,,,Fri,W3,25
12-Dec-2016,8230.65,8230.65,8154.45,8170.8,8261.75,-90.95,-1.1,111432551,5026.02,21.45,3.1,1.35,15.0675,16.3125,14.215,16.1925,15.0675,1.13,7.47,0,3,8183.4,116984,719832.16,16502925,-648300,8217.7,6778,41881.32,1634025,48675,,,,,,Mon,W3,25
13-Dec-2016,8196.15,8228.85,8155.8,8221.8,8170.8,51,0.62,189739559,8976.54,21.59,3.12,1.34,16.1925,16.4825,13.755,15.9225,16.1925,-0.27,-1.67,0,3,8227.45,96307,592755.59,16960425,457500,8263.4,4965,30674.45,1684125,50100,,,,,,Tue,W3,25
14-Dec-2016,8229.35,8229.4,8165.1,8182.45,8221.8,-39.35,-0.48,149132520,6763.63,21.48,3.1,1.35,15.9225,16.6725,14.43,16.5925,15.9225,0.67,4.21,0,3,8197.65,100519,618416.62,16581150,-379275,8231.6,5476,33826.66,1773375,89250,,,,,,Wed,W3,25
15-Dec-2016,8128.4,8225.9,8121.95,8153.6,8182.45,-28.85,-0.35,187425988,8579.44,21.41,3.09,1.35,16.5925,16.5925,15.255,15.655,16.5925,-0.94,-5.65,1,2,8173.05,188405,1157661.15,15584400,-996750,8207.95,9444,58277.87,1904925,131550,,,,,,Thu,W3,25
16-Dec-2016,8178.2,8178.7,8127.45,8139.45,8153.6,-14.15,-0.17,209268331,9854.07,21.37,3.09,1.36,15.655,15.655,13.445,15.2525,15.655,-0.4,-2.57,0,2,8146.5,107524,657362.07,14874900,-709500,8181.7,7255,44538.42,2141025,236100,,,,,,Fri,W4,25
19-Dec-2016,8126,8132.5,8094.85,8104.35,8139.45,-35.1,-0.43,110669713,5272.2,21.3,3.07,1.36,15.2525,15.585,13.2525,14.8375,15.2525,-0.42,-2.72,0,2,8124.15,63952,390143.43,14570625,-304275,8159.55,6828,41836.87,2390100,249075,,,,,,Mon,W4,25
20-Dec-2016,8110.6,8124.1,8062.75,8082.4,8104.35,-21.95,-0.27,132026742,6296.67,21.24,3.06,1.37,14.8375,14.9275,13.4025,14.5375,14.8375,-0.3,-2.02,0,2,8099.9,104439,634488.16,14405925,-164700,8133.1,11592,70722.27,2678100,288000,,,,,,Tue,W4,25
21-Dec-2016,8105.85,8112.55,8053.25,8061.3,8082.4,-21.1,-0.26,127543733,6304.6,21.16,3.06,1.37,14.5375,14.8575,13.335,14.705,14.5375,0.17,1.15,0,2,8080.65,77520,471045.51,14274225,-131700,8115.2,11958,72946.1,3140925,462825,,,,,,Wed,W4,25
22-Dec-2016,8043.85,8046.45,7964.95,7979.1,8061.3,-82.2,-1.02,126409580,6206.58,21.18,3.03,1.38,14.705,15.7025,12.7625,15.5525,14.705,0.85,5.76,0,2,7996.85,146045,876852.88,12897600,-1376625,8030,38804,233861.81,4876350,1735425,,,,,,Thu,W4,25
23-Dec-2016,7972.5,8022.6,7942.05,7985.75,7979.1,6.65,0.08,127921701,5907.28,21.39,3.03,1.38,15.5525,15.78,12.6125,15.1275,15.5525,-0.43,-2.73,0,2,7995,139593,836572.23,13605525,707925,8027.95,43251,260302.19,7031100,2154750,,,,,,Fri,WX,25
26-Dec-2016,7965.1,7970.05,7893.8,7908.25,7985.75,-77.5,-0.97,110171222,4808.67,21.36,3,1.4,15.1275,16.905,13.435,16.6025,15.1275,1.48,9.75,1,1,7911.3,129296,768036.91,14412375,806850,7942.6,55666,331976.14,9674850,2643750,,,,,,Mon,WX,25
27-Dec-2016,7915.05,8044.65,7903.7,8032.85,7908.25,124.6,1.58,122463312,5282.66,21.7,3.05,1.37,16.6025,16.7625,14.9475,15.0825,16.6025,-1.52,-9.16,0,1,8031.35,178213,1065035.56,13281600,-1130775,8060,74078,444160.44,11568600,1893750,,,,,,Tue,WX,25
28-Dec-2016,8047.55,8100.55,8028.4,8034.85,8032.85,2,0.02,130580701,5816.34,21.71,3.05,1.37,15.0825,15.6275,14.2625,15.5425,15.0825,0.46,3.05,0,1,8031.35,180872,1093453.63,10557750,-2723850,8056.25,99365,602587.5,12744375,1175775,,,,,,Wed,WX,25
29-Dec-2016,8030.6,8111.1,8020.8,8103.6,8034.85,68.75,0.86,183984077,7635.4,21.89,3.07,1.36,15.5425,16.0775,14.6575,15.2825,15.5425,-0.26,-1.67,0,1,8101.3,154135,932327.15,7398000,-3159750,8117.3,123349,748493.72,16142550,3398175,,,,,,Thu,WX,25